transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,address,postcode,state,country,gender,job_title,job_industry_category,wealth_segment,Name,Month
8202,41,1307,2017-03-14,0.0,Approved,Norco Bicycles,Standard,Low,High,958.74,2 Shoshone Way,4123.0,Queensland,Australia,Female,Dental Hygienist,Health,High Net Worth,Emlyn Musgrave,3
8203,69,2975,2017-05-18,0.0,Approved,Giant Bicycles,Road,Medium,High,792.9,26223 Warrior Terrace,2204.0,New South Wales,Australia,Female,Senior Cost Accountant,Financial Services,Mass Customer,Deva Carnow,5
8204,12,6,2017-02-06,1.0,Approved,Giant Bicycles,Standard,Medium,large,1765.3,9 Oakridge Court,3216.0,Victoria,Australia,Male,Unknown,Retail,High Net Worth,Curr Duckhouse,2
8205,91,2286,2017-09-19,1.0,Approved,WeareA2B,Standard,Low,High,642.31,67 Elka Court,3630.0,Victoria,Australia,Female,Staff Scientist,Manufacturing,High Net Worth,Katuscha Sapsed,9
8206,33,858,2017-04-16,0.0,Approved,OHM Cycles,Road,Medium,small,1810.0,681 Transport Pass,4055.0,Queensland,Australia,Female,Internal Auditor,Financial Services,High Net Worth,Barby Charlwood,4
8208,80,2607,2017-06-08,0.0,Approved,OHM Cycles,Touring,Low,High,1073.07,76085 Eagan Crossing,3071.0,Victoria,Australia,Male,Registered Nurse,Health,Affluent Customer,Laurent Ainslee,6
8209,52,340,2017-01-02,0.0,Approved,OHM Cycles,Road,Medium,High,1280.28,8 Grayhawk Circle,2089.0,New South Wales,Australia,Male,Unknown,Argiculture,Mass Customer,Joshuah Purvey,1
8210,80,2534,2017-10-28,1.0,Approved,OHM Cycles,Touring,Low,High,1073.07,025 Knutson Terrace,2350.0,New South Wales,Australia,Female,Research Associate,Manufacturing,Affluent Customer,Estelle Lithgow,10
8211,18,1491,2017-06-25,1.0,Approved,Solex,Standard,Medium,High,575.27,15012 Oneill Plaza,2285.0,New South Wales,Australia,Female,Senior Sales Associate,Health,Mass Customer,Agneta Swiggs,6
8212,22,642,2017-08-01,1.0,Approved,WeareA2B,Standard,Medium,High,60.34,831 Hayes Park,4218.0,Queensland,Australia,Male,Automation Specialist IV,Property,Mass Customer,Les Mines,8
8213,66,3070,2017-02-03,1.0,Approved,Giant Bicycles,Road,Low,small,590.26,537 Amoth Center,2220.0,New South Wales,Australia,Female,Account Executive,Health,Affluent Customer,Malissia Minthorpe,2
8214,77,2891,2017-04-10,1.0,Approved,WeareA2B,Standard,Medium,High,1769.64,32 Calypso Park,2481.0,New South Wales,Australia,Female,Nuclear Power Engineer,Manufacturing,High Net Worth,Renae Ughetti,4
8215,98,1235,2017-06-11,0.0,Cancelled,Trek Bicycles,Standard,High,High,358.39,67348 Lakewood Gardens Road,2852.0,New South Wales,Australia,Female,Dental Hygienist,Health,Mass Customer,Sharon Cranage,6
8217,35,2390,2017-09-17,1.0,Approved,Trek Bicycles,Standard,Low,High,1057.51,12651 Lake View Point,4209.0,Queensland,Australia,Female,Legal Assistant,Property,Mass Customer,Tonya Nealand,9
8218,78,1686,2017-08-30,1.0,Approved,Giant Bicycles,Standard,Medium,large,1765.3,309 Oneill Way,2068.0,New South Wales,Australia,Male,Account Representative IV,Argiculture,Mass Customer,Fremont Trundle,8
8219,65,1705,2017-11-23,0.0,Approved,WeareA2B,Standard,Medium,High,1807.45,3 Buena Vista Pass,4209.0,Queensland,Australia,Female,Research Associate,Financial Services,Mass Customer,Nelle Haworth,11
8220,15,378,2017-04-25,0.0,Approved,Norco Bicycles,Standard,Low,High,958.74,0 Brown Trail,2203.0,New South Wales,Australia,Female,Senior Developer,Retail,Mass Customer,Raquela Yuille,4
8221,92,1259,2017-09-23,1.0,Approved,WeareA2B,Standard,Medium,small,1415.01,33 Bayside Way,4702.0,Queensland,Australia,Female,Assistant Professor,Financial Services,Mass Customer,Emmi Dymock,9
8222,93,1638,2017-06-17,1.0,Approved,WeareA2B,Standard,Medium,High,1065.03,313 Schiller Trail,3018.0,Victoria,Australia,Male,Speech Pathologist,Financial Services,Mass Customer,Zachery Monkhouse,6
8223,59,2572,2017-08-07,1.0,Approved,Solex,Standard,Medium,large,1061.56,711 Summerview Junction,2075.0,New South Wales,Australia,Female,Engineer III,Financial Services,Mass Customer,Sheila McInulty,8
8224,90,759,2017-07-13,1.0,Approved,Solex,Standard,Low,High,945.04,4 Vahlen Junction,2227.0,New South Wales,Australia,Male,Clinical Specialist,Health,High Net Worth,Mitchel Schimek,7
8225,84,2826,2017-01-14,0.0,Approved,Trek Bicycles,Road,Medium,High,290.62,9 Springview Terrace,3121.0,Victoria,Australia,Female,Web Developer II,Unknown,Mass Customer,Loise Mulvany,1
8226,3,1178,2017-10-13,0.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,0005 Independence Drive,2118.0,New South Wales,Australia,Male,Pharmacist,Health,Mass Customer,Angelo Byne,10
8227,55,437,2017-08-16,0.0,Approved,Trek Bicycles,Road,Medium,large,1894.19,91 Porter Pass,3064.0,Victoria,Australia,Male,Systems Administrator III,Manufacturing,Affluent Customer,Sayres Duthie,8
8228,41,1647,2017-04-07,1.0,Approved,Norco Bicycles,Standard,Low,High,958.74,73363 Butterfield Crossing,4567.0,Queensland,Australia,Female,Unknown,Financial Services,High Net Worth,Ivory Roscam,4
8229,43,1765,2017-08-27,0.0,Approved,Norco Bicycles,Standard,Medium,High,1555.58,10 Cambridge Street,4567.0,Queensland,Australia,Female,Senior Quality Engineer,Unknown,High Net Worth,Sibella O' Mara,8
8230,12,1971,2017-03-25,0.0,Approved,WeareA2B,Standard,Medium,High,1231.15,38 Havey Place,3049.0,Victoria,Australia,Female,Unknown,Manufacturing,Mass Customer,Mariel Dyke,3
8231,70,2862,2017-08-03,0.0,Approved,Trek Bicycles,Standard,High,High,495.72,4623 Anniversary Terrace,2031.0,New South Wales,Australia,Male,Cost Accountant,Financial Services,Mass Customer,Normand Pattillo,8
8232,63,1923,2017-10-16,0.0,Approved,Solex,Standard,Medium,High,1483.2,4 Susan Center,3170.0,Victoria,Australia,Male,Health Coach IV,Health,Mass Customer,Immanuel Farlamb,10
8233,2,2147,2017-05-12,0.0,Approved,Giant Bicycles,Road,Low,small,590.26,4559 Sundown Trail,2148.0,New South Wales,Australia,Male,Engineer IV,Unknown,High Net Worth,Franzen Kielty,5
8234,92,3355,2017-03-16,0.0,Approved,WeareA2B,Standard,Medium,small,1415.01,45 Talisman Pass,4102.0,Queensland,Australia,Female,Staff Accountant I,Manufacturing,Mass Customer,Cherin Thireau,3
8235,36,797,2017-01-18,1.0,Approved,Solex,Standard,Low,High,945.04,81 Holy Cross Alley,2077.0,New South Wales,Australia,Female,Internal Auditor,Financial Services,Mass Customer,Meridel Rawet,1
8236,64,1279,2017-10-06,1.0,Approved,Trek Bicycles,Standard,Medium,large,1469.44,67396 Roxbury Court,4817.0,Queensland,Australia,Male,Staff Accountant I,Financial Services,Mass Customer,Burr Lygoe,10
8237,93,1624,2017-06-22,1.0,Approved,WeareA2B,Standard,Medium,High,1065.03,718 Colorado Court,2220.0,New South Wales,Australia,Male,Compensation Analyst,Financial Services,Mass Customer,Hakim Burnhard,6
8238,31,2731,2017-07-13,1.0,Approved,Giant Bicycles,Standard,Medium,High,230.91,04 Schmedeman Court,2196.0,New South Wales,Australia,Female,Accounting Assistant III,Retail,Mass Customer,Meagan Ferry,7
8239,12,2097,2017-05-05,0.0,Approved,WeareA2B,Standard,Medium,High,1231.15,4081 Lighthouse Bay Alley,4053.0,Queensland,Australia,Male,Recruiter,Telecommunications,Mass Customer,Web Decaze,5
8240,0,982,2017-11-05,1.0,Approved,Solex,Standard,Medium,High,71.49,8276 Hudson Trail,2250.0,New South Wales,Australia,Male,Geologist III,Health,High Net Worth,Tibold Bonwell,11
8241,58,2379,2017-02-14,0.0,Approved,OHM Cycles,Standard,Medium,High,912.52,5390 Park Meadow Park,2222.0,New South Wales,Australia,Female,Occupational Therapist,Health,Affluent Customer,Trixie Piscopiello,2
8242,5,1482,2017-03-31,0.0,Approved,Trek Bicycles,Mountain,Low,High,574.64,7231 Pepper Wood Point,2428.0,New South Wales,Australia,Male,Electrical Engineer,Manufacturing,Mass Customer,Georas Niesel,3
8243,67,1024,2017-04-20,0.0,Approved,Solex,Standard,Medium,large,1071.23,1128 Golden Leaf Center,3124.0,Victoria,Australia,Female,Social Worker,Health,High Net Worth,Rhodia D'Onise,4
8244,43,2901,2017-07-25,0.0,Approved,Solex,Standard,Medium,High,1151.96,848 Cascade Alley,4301.0,Queensland,Australia,Male,Unknown,Manufacturing,Mass Customer,Banky Baudichon,7
8245,5,235,2017-07-07,1.0,Approved,Trek Bicycles,Mountain,Low,High,574.64,98 Service Court,2018.0,New South Wales,Australia,Female,Social Worker,Health,Mass Customer,Leona Phateplace,7
8246,33,3445,2017-02-17,0.0,Approved,Giant Bicycles,Standard,Medium,small,1311.44,59531 Barnett Pass,3352.0,Victoria,Australia,Male,Database Administrator I,Financial Services,Affluent Customer,Craggy ,2
8247,86,987,2017-07-18,0.0,Approved,OHM Cycles,Standard,Medium,High,235.63,9 Goodland Center,4213.0,Queensland,Australia,Male,Senior Cost Accountant,Financial Services,Affluent Customer,Lars Keher,7
8248,2,629,2017-10-27,1.0,Approved,Giant Bicycles,Road,Low,small,590.26,64 Nelson Drive,4820.0,Queensland,Australia,Male,Chemical Engineer,Manufacturing,High Net Worth,Basil Brellin,10
8249,6,789,2017-03-23,1.0,Approved,OHM Cycles,Standard,High,High,227.88,37817 Burning Wood Circle,2126.0,New South Wales,Australia,Female,Geological Engineer,Manufacturing,Affluent Customer,Gabrielle Giraudot,3
8250,26,2635,2017-08-26,0.0,Approved,WeareA2B,Standard,Medium,High,1992.93,13 Dexter Lane,3279.0,Victoria,Australia,Male,Nurse,Retail,Mass Customer,Arty Mac Geaney,8
8251,53,2446,2017-04-11,0.0,Approved,OHM Cycles,Standard,Medium,High,795.34,047 Kedzie Park,2206.0,New South Wales,Australia,Male,Unknown,Retail,Affluent Customer,Lovell Kiss,4
8252,27,366,2017-01-01,0.0,Approved,Trek Bicycles,Standard,Low,High,1057.51,8 Mariners Cove Drive,2096.0,New South Wales,Australia,Female,Librarian,Entertainment,High Net Worth,Constance Ucchino,1
8253,94,1751,2017-10-09,1.0,Approved,Giant Bicycles,Standard,Medium,large,1635.3,441 Old Shore Circle,2131.0,New South Wales,Australia,Female,Unknown,Health,Mass Customer,Sara-ann Haddick,10
8254,65,1866,2017-03-08,0.0,Approved,WeareA2B,Standard,Medium,High,1807.45,007 Canary Circle,2047.0,New South Wales,Australia,Male,Marketing Manager,Manufacturing,Mass Customer,Huberto Bazylets,3
8255,58,1561,2017-02-09,1.0,Approved,OHM Cycles,Standard,Medium,High,912.52,61 Donald Crossing,2142.0,New South Wales,Australia,Male,Graphic Designer,Manufacturing,Mass Customer,Clemens Rawll,2
8256,0,2045,2017-05-17,0.0,Approved,Giant Bicycles,Standard,Medium,High,230.91,46031 Hudson Place,2075.0,New South Wales,Australia,Female,VP Sales,Financial Services,High Net Worth,Hermina Franzel,5
8257,96,529,2017-12-18,1.0,Approved,WeareA2B,Road,Low,small,1172.78,66834 Melby Way,2160.0,New South Wales,Australia,Male,Operator,Retail,Affluent Customer,Sandor Tumber,12
8258,70,2733,2017-01-08,1.0,Approved,Trek Bicycles,Standard,High,High,495.72,81254 Buhler Trail,4740.0,Queensland,Australia,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,Jordanna Skyme,1
8259,2,3335,2017-04-01,1.0,Approved,Solex,Standard,Medium,High,71.49,3732 Linden Avenue,4820.0,Queensland,Australia,Male,Editor,Health,Mass Customer,Damian Dutt,4
8260,92,1104,2017-07-09,1.0,Approved,WeareA2B,Standard,Medium,small,1415.01,22669 Lien Center,2565.0,New South Wales,Australia,Female,Programmer III,Retail,Mass Customer,Jewelle Pincott,7
8261,37,513,2017-12-16,1.0,Approved,OHM Cycles,Standard,Low,High,1793.43,5723 Raven Drive,3126.0,Victoria,Australia,Unknown,Tax Accountant,IT,Mass Customer,Kienan Soar,12
8262,15,3157,2017-07-27,1.0,Approved,Norco Bicycles,Standard,Low,High,958.74,16 Hansons Hill,2454.0,New South Wales,Australia,Male,Unknown,Retail,Mass Customer,Hurlee Fasson,7
8263,27,2454,2017-03-15,0.0,Approved,Trek Bicycles,Standard,Medium,High,499.53,15 Shelley Hill,2164.0,New South Wales,Australia,Female,Senior Sales Associate,Property,Mass Customer,Gene Brome,3
8264,43,2989,2017-05-24,0.0,Approved,Norco Bicycles,Standard,Medium,High,1555.58,60 Fulton Trail,2234.0,New South Wales,Australia,Male,Dental Hygienist,Health,High Net Worth,Mort ,5
8265,100,3483,2017-04-01,1.0,Approved,Trek Bicycles,Standard,Medium,small,1386.84,93 Vera Parkway,4216.0,Queensland,Australia,Male,Senior Sales Associate,Health,High Net Worth,Emlyn Burnel,4
8266,15,2253,2017-05-14,0.0,Approved,Norco Bicycles,Standard,Low,High,958.74,90 2nd Lane,2768.0,New South Wales,Australia,Female,Office Assistant I,Manufacturing,Affluent Customer,Gracie Kubacki,5
8267,40,419,2017-07-10,0.0,Approved,OHM Cycles,Standard,High,High,1458.17,7526 Artisan Parkway,4223.0,Queensland,Australia,Female,VP Marketing,Manufacturing,Affluent Customer,Chrissie Bernardini,7
8268,58,2625,2017-10-07,1.0,Approved,OHM Cycles,Standard,Medium,High,912.52,1567 Schiller Street,3810.0,Victoria,Australia,Female,Research Assistant I,Manufacturing,Affluent Customer,Kristal McRobbie,10
8269,37,753,2017-07-15,1.0,Approved,OHM Cycles,Standard,Low,High,1793.43,37 Dorton Street,2594.0,New South Wales,Australia,Female,Food Chemist,Health,Affluent Customer,Josy St. Quentin,7
8270,0,197,2017-03-05,1.0,Approved,Solex,Standard,Medium,High,100.35,8890 Golden Leaf Street,2063.0,New South Wales,Australia,Female,Unknown,Unknown,High Net Worth,Avis ,3
8271,67,3183,2017-03-24,1.0,Approved,Norco Bicycles,Road,Medium,High,544.05,9200 Continental Center,3165.0,Victoria,Australia,Male,Junior Executive,Health,Mass Customer,Craig Phethean,3
8272,55,3060,2017-07-19,0.0,Approved,Trek Bicycles,Road,Medium,large,1894.19,44 Northridge Plaza,2166.0,New South Wales,Australia,Male,VP Accounting,Financial Services,Mass Customer,Milton Gorini,7
8273,5,3047,2017-01-09,1.0,Approved,Trek Bicycles,Mountain,Low,High,574.64,85 Northland Circle,2077.0,New South Wales,Australia,Male,Speech Pathologist,Retail,Mass Customer,Eddy Cossans,1
8274,77,1787,2017-11-19,1.0,Approved,WeareA2B,Standard,Medium,High,1769.64,79427 Hudson Trail,3677.0,Victoria,Australia,Male,Executive Secretary,Retail,High Net Worth,Tull Godehard.sf,11
8275,71,1259,2017-04-27,0.0,Approved,Solex,Standard,High,large,1842.92,33 Bayside Way,4702.0,Queensland,Australia,Female,Assistant Professor,Financial Services,Mass Customer,Emmi Dymock,4
8276,18,3497,2017-09-01,1.0,Approved,Solex,Standard,Medium,High,575.27,96 Delladonna Trail,3976.0,Victoria,Australia,Female,Administrative Assistant IV,Manufacturing,Affluent Customer,Thia O'Day,9
8277,9,524,2017-05-24,1.0,Approved,OHM Cycles,Road,Medium,High,742.54,84 Calypso Circle,3690.0,Victoria,Australia,Female,Nurse,Retail,Mass Customer,Florence Held,5
8278,94,2836,2017-03-24,0.0,Approved,Giant Bicycles,Standard,Medium,large,1635.3,7827 Spohn Court,2093.0,New South Wales,Australia,Female,Clinical Specialist,Health,Mass Customer,Matilda Yellowley,3
8279,2,2467,2017-10-18,1.0,Approved,Solex,Standard,Medium,High,71.49,083 Farragut Avenue,2540.0,New South Wales,Australia,Female,Engineer III,Manufacturing,Affluent Customer,Ynez Fawloe,10
8280,0,2086,2017-03-21,0.0,Approved,Norco Bicycles,Road,Medium,High,544.05,1 Raven Circle,2450.0,New South Wales,Australia,Male,Senior Cost Accountant,Financial Services,High Net Worth,Gayle Cockerell,3
8281,82,1185,2017-06-21,0.0,Approved,Norco Bicycles,Standard,High,High,1148.64,86 Stang Way,2213.0,New South Wales,Australia,Female,VP Product Management,Unknown,Mass Customer,Xena Rossbrooke,6
8282,22,2801,2017-02-04,0.0,Approved,WeareA2B,Standard,Medium,High,60.34,9677 Hagan Lane,3212.0,Victoria,Australia,Female,Unknown,Health,Mass Customer,Danella Lines,2
8283,93,53,2017-01-07,1.0,Approved,WeareA2B,Standard,Medium,High,1065.03,62 Steensland Road,4350.0,Queensland,Australia,Female,Software Test Engineer II,Financial Services,Mass Customer,Agnella Gocke,1
8284,14,2336,2017-01-28,0.0,Approved,Trek Bicycles,Standard,Medium,small,1386.84,366 Hovde Park,2566.0,New South Wales,Australia,Male,Dental Hygienist,Health,Affluent Customer,Karney Labrone,1
8285,97,544,2017-01-09,1.0,Approved,OHM Cycles,Road,Medium,High,742.54,858 Independence Terrace,2121.0,New South Wales,Australia,Male,Structural Engineer,Manufacturing,High Net Worth,Giacomo Johanning,1
8286,29,109,2017-03-07,1.0,Approved,Norco Bicycles,Road,Medium,High,543.39,41 Service Lane,2217.0,New South Wales,Australia,Male,Marketing Assistant,Unknown,Affluent Customer,Cody Blabey,3
8287,89,407,2017-08-24,1.0,Approved,Giant Bicycles,Standard,Medium,large,1812.75,78152 Harper Parkway,2756.0,New South Wales,Australia,Female,Structural Analysis Engineer,Unknown,High Net Worth,Chryste Acum,8
8288,46,847,2017-09-07,0.0,Approved,OHM Cycles,Standard,Low,High,1793.43,00 Algoma Crossing,2141.0,New South Wales,Australia,Female,Chief Design Engineer,Retail,High Net Worth,Kelci Morrison,9
8289,0,656,2017-11-03,0.0,Approved,Norco Bicycles,Road,Medium,High,543.39,60 Meadow Vale Hill,3032.0,Victoria,Australia,Female,Automation Specialist III,Manufacturing,High Net Worth,Marty Lebreton,11
8290,22,811,2017-06-24,1.0,Approved,WeareA2B,Standard,Medium,High,60.34,5409 Mandrake Circle,2152.0,New South Wales,Australia,Male,Nurse Practicioner,Unknown,Mass Customer,Ive Chapelhow,6
8291,48,1593,2017-06-24,1.0,Approved,WeareA2B,Standard,Medium,High,1762.96,2272 Buena Vista Center,2065.0,New South Wales,Australia,Female,Tax Accountant,IT,Mass Customer,Tommy Kupisz,6
8292,69,1409,2017-12-08,0.0,Approved,Giant Bicycles,Road,Medium,High,792.9,11207 Lukken Center,3500.0,Victoria,Australia,Female,Help Desk Technician,Unknown,Mass Customer,Tiffi Hartless,12
8293,91,177,2017-06-01,1.0,Cancelled,WeareA2B,Standard,Low,High,642.31,82520 Mifflin Drive,2333.0,New South Wales,Australia,Female,Professor,Financial Services,High Net Worth,Ondrea Pablos,6
8294,10,2997,2017-02-26,1.0,Approved,WeareA2B,Touring,Medium,High,1466.68,09 Texas Plaza,4285.0,Queensland,Australia,Female,Computer Systems Analyst II,Health,Affluent Customer,Jo-ann Carlile,2
8295,0,1622,2017-11-13,1.0,Approved,Giant Bicycles,Standard,Medium,High,230.91,1 Eliot Road,3910.0,Victoria,Australia,Male,Senior Quality Engineer,Unknown,High Net Worth,Pietrek Crowe,11
8296,38,2275,2017-05-11,1.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,3417 Huxley Pass,3355.0,Victoria,Australia,Female,Human Resources Assistant II,Financial Services,High Net Worth,Ursulina Carter,5
8297,78,1722,2017-12-26,0.0,Approved,Giant Bicycles,Standard,Medium,large,1765.3,86 Menomonie Plaza,2290.0,New South Wales,Australia,Male,Cost Accountant,Financial Services,Mass Customer,Fritz Geare,12
8299,84,115,2017-10-20,1.0,Approved,Trek Bicycles,Road,Medium,High,290.62,8194 Sachtjen Drive,3844.0,Victoria,Australia,Male,Account Executive,Health,Mass Customer,Alberik Mereweather,10
8300,14,2905,2017-09-27,1.0,Approved,Trek Bicycles,Standard,Medium,small,1386.84,38 Thompson Plaza,2452.0,New South Wales,Australia,Female,Account Representative I,Unknown,Mass Customer,Emily Shackel,9
8301,72,1450,2017-11-18,1.0,Approved,Norco Bicycles,Standard,Medium,High,360.4,6386 Raven Road,2579.0,New South Wales,Australia,Female,Statistician I,Manufacturing,Affluent Customer,Floris Dunkerley,11
8302,91,1473,2017-03-23,0.0,Approved,Solex,Standard,Medium,High,100.35,25607 Summer Ridge Way,2448.0,New South Wales,Australia,Male,VP Product Management,Unknown,Mass Customer,Darrick Feake,3
8303,69,1032,2017-11-14,0.0,Approved,Giant Bicycles,Road,Medium,High,792.9,8572 Melvin Drive,3145.0,Victoria,Australia,Female,Executive Secretary,Unknown,Mass Customer,Maribelle Werndly,11
8304,3,2309,2017-04-02,0.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,0991 Commercial Road,4300.0,Queensland,Australia,Male,Accounting Assistant I,Manufacturing,Affluent Customer,Herc McIlhone,4
8305,7,465,2017-08-02,1.0,Approved,Trek Bicycles,Road,Low,High,980.37,3469 Service Road,2770.0,New South Wales,Australia,Female,Developer III,Financial Services,Affluent Customer,Alina Wilsey,8
8306,70,2730,2017-12-09,0.0,Approved,Trek Bicycles,Standard,High,High,495.72,63 International Drive,4165.0,Queensland,Australia,Male,Senior Financial Analyst,Financial Services,Mass Customer,Taddeo Karlicek,12
8307,46,2591,2017-10-18,0.0,Approved,OHM Cycles,Standard,Low,High,1793.43,5342 Hallows Lane,2021.0,New South Wales,Australia,Male,Unknown,Retail,High Net Worth,Estevan Rylett,10
8308,92,1767,2017-12-26,1.0,Approved,WeareA2B,Standard,Medium,small,1415.01,3 Nevada Road,4215.0,Queensland,Australia,Female,Software Engineer IV,Manufacturing,Affluent Customer,Cicely Millier,12
8309,58,2522,2017-08-14,0.0,Approved,OHM Cycles,Road,Medium,High,1280.28,9 Trailsway Court,2262.0,New South Wales,Australia,Male,Unknown,Unknown,High Net Worth,Benton MacGragh,8
8310,0,3451,2017-10-29,0.0,Approved,Trek Bicycles,Road,Medium,High,533.51,4233 Service Avenue,2340.0,New South Wales,Australia,Male,Sales Associate,Unknown,High Net Worth,Ruprecht Loreit,10
8311,98,469,2017-05-09,1.0,Approved,OHM Cycles,Standard,Medium,High,795.34,70488 Logan Court,2074.0,New South Wales,Australia,Male,Actuary,Financial Services,High Net Worth,Levi Cartmell,5
8312,23,717,2017-12-16,0.0,Approved,Norco Bicycles,Mountain,Low,small,688.63,37 Banding Avenue,2567.0,New South Wales,Australia,Male,VP Product Management,Manufacturing,Mass Customer,Basilius Spieck,12
8313,5,2797,2017-05-06,1.0,Approved,Trek Bicycles,Mountain,Low,High,574.64,48948 Little Fleur Alley,3134.0,Victoria,Australia,Female,Unknown,IT,Mass Customer,Agatha Vowden,5
8314,42,1567,2017-08-19,1.0,Approved,OHM Cycles,Road,Medium,small,1810.0,4 Toban Junction,2154.0,New South Wales,Australia,Female,Teacher,Unknown,Mass Customer,Florri Ramsdell,8
8315,4,3412,2017-11-16,0.0,Approved,Giant Bicycles,Standard,High,High,1129.13,5767 Thierer Road,2217.0,New South Wales,Australia,Female,Office Assistant IV,Unknown,Mass Customer,Almira Ethelstone,11
8316,44,594,2017-07-17,1.0,Approved,WeareA2B,Standard,Medium,High,1769.64,25 Novick Center,2010.0,New South Wales,Australia,Male,Office Assistant II,Unknown,Mass Customer,Humfrey Frankland,7
8317,64,498,2017-08-23,1.0,Approved,Giant Bicycles,Standard,High,small,1977.36,470 Bunting Center,2447.0,New South Wales,Australia,Female,VP Sales,Manufacturing,High Net Worth,Emmalee Sketcher,8
8318,77,1377,2017-10-16,0.0,Approved,Norco Bicycles,Road,Medium,large,1240.31,0 Grasskamp Pass,3170.0,Victoria,Australia,Male,Mechanical Systems Engineer,Retail,Mass Customer,Giacomo Roseburgh,10
8319,1,1648,2017-05-13,0.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,65387 Thackeray Parkway,3197.0,Victoria,Australia,Female,VP Accounting,Financial Services,Mass Customer,Prissie Dyde,5
8320,41,2439,2017-08-30,0.0,Approved,Solex,Road,Medium,High,416.98,75 Westerfield Park,4570.0,Queensland,Australia,Female,Unknown,Manufacturing,Affluent Customer,Shelly Yakebovitch,8
8321,87,2428,2017-08-13,1.0,Approved,Giant Bicycles,Standard,High,High,1179.0,34222 Vera Circle,3240.0,Victoria,Australia,Male,Help Desk Operator,Unknown,Mass Customer,Pauly Keightley,8
8323,49,3078,2017-07-14,1.0,Approved,Trek Bicycles,Road,Medium,High,533.51,9 Rieder Avenue,2798.0,New South Wales,Australia,Female,Safety Technician III,Retail,Mass Customer,Mariel Blacksell,7
8324,3,2848,2017-09-08,0.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,9 Steensland Center,3103.0,Victoria,Australia,Female,Analyst Programmer,Property,Mass Customer,Callie Garthshore,9
8325,31,3371,2017-05-04,1.0,Approved,Giant Bicycles,Standard,Medium,High,230.91,805 Division Plaza,4165.0,Queensland,Australia,Female,Analyst Programmer,Retail,Mass Customer,Josey Alves,5
8326,0,3022,2017-08-18,1.0,Approved,Norco Bicycles,Standard,Low,High,363.01,27 Schlimgen Way,4116.0,Queensland,Australia,Female,Unknown,Unknown,High Net Worth,Gert Kurtis,8
8327,98,235,2017-06-12,0.0,Approved,Trek Bicycles,Standard,High,High,358.39,98 Service Court,2018.0,New South Wales,Australia,Female,Social Worker,Health,Mass Customer,Leona Phateplace,6
8328,84,2634,2017-01-25,1.0,Approved,Giant Bicycles,Road,Medium,High,792.9,87 Elka Terrace,2034.0,New South Wales,Australia,Male,Quality Engineer,Financial Services,High Net Worth,Silvester Scowcroft,1
8330,62,439,2017-03-17,0.0,Approved,Solex,Standard,Medium,High,478.16,8788 Armistice Trail,3806.0,Victoria,Australia,Female,GIS Technical Architect,Unknown,Affluent Customer,Lida Wych,3
8331,33,3029,2017-05-19,1.0,Approved,Giant Bicycles,Standard,Medium,small,1311.44,31435 Eagle Crest Drive,2230.0,New South Wales,Australia,Male,Business Systems Development Analyst,Manufacturing,Mass Customer,Timmie Gori,5
8332,12,2281,2017-11-22,1.0,Approved,Giant Bicycles,Standard,Medium,large,1765.3,33550 Spohn Terrace,3630.0,Victoria,Australia,Female,Unknown,Unknown,High Net Worth,Valaria Abrehart,11
8333,29,3217,2017-02-22,0.0,Approved,Norco Bicycles,Road,Medium,High,543.39,17 Nevada Drive,2122.0,New South Wales,Australia,Female,Physical Therapy Assistant,Manufacturing,Mass Customer,Lorena Titterrell,2
8334,11,3084,2017-07-18,1.0,Approved,Giant Bicycles,Standard,High,High,1274.93,41205 Straubel Place,4305.0,Queensland,Australia,Female,Staff Scientist,Financial Services,Affluent Customer,Birgit Dowers,7
8335,0,687,2017-03-23,0.0,Approved,Trek Bicycles,Standard,High,High,495.72,4535 Daystar Parkway,2072.0,New South Wales,Australia,Male,Executive Secretary,Retail,High Net Worth,Welby Ninnotti,3
8336,0,2492,2017-11-19,0.0,Approved,Norco Bicycles,Standard,Low,High,363.01,46 Victoria Center,2770.0,New South Wales,Australia,Male,Design Engineer,Manufacturing,High Net Worth,Gayelord Lipman,11
8337,56,928,2017-12-19,0.0,Approved,Norco Bicycles,Mountain,Low,small,688.63,730 Dixon Place,3158.0,Victoria,Australia,Male,Associate Professor,Unknown,High Net Worth,Porty Clemmitt,12
8338,58,3152,2017-12-05,0.0,Approved,OHM Cycles,Road,Medium,High,1280.28,0250 Onsgard Center,4034.0,Queensland,Australia,Female,Teacher,Financial Services,High Net Worth,Lettie McGenis,12
8339,83,3381,2017-01-02,0.0,Approved,Solex,Touring,Medium,large,2083.94,602 Haas Drive,3799.0,Victoria,Australia,Male,Computer Systems Analyst IV,Unknown,Mass Customer,Bruce Lackie,1
8340,6,2427,2017-10-30,0.0,Approved,Solex,Standard,High,High,748.17,96 Hintze Point,2147.0,New South Wales,Australia,Female,Senior Developer,Unknown,High Net Worth,Myrta Whibley,10
